trueCat;contrast;orientation;responseCat;confRating;RT;congruentResponse
narrow;0.018;-2.0567608453703046;1;2;1.6558959170006347;True
broad;0.135;12.913406900668132;2;4;0.7874744999999166;True
narrow;0.018;-0.40700042355395005;1;2;0.7256630829997448;True
broad;0.223;11.777330554179635;2;3;0.6330439590001333;True
broad;0.05;3.244598089244394;1;2;0.6132846669997889;False
narrow;0.223;-2.4067502901266575;2;3;0.7472424999996292;False
broad;0.223;-7.016825097922162;2;3;0.6626075829999536;True
broad;0.135;6.771152038234666;2;4;0.700774958000693;True
narrow;0.03;-7.772206594244679;1;2;0.5859466660003818;True
broad;0.223;-4.911910681485146;1;2;0.8115559999996549;False
narrow;0.223;-2.59230337386718;2;3;0.5725602080001408;False
broad;0.223;10.239123866944793;2;4;0.7183601659999113;True
narrow;0.135;-2.1771786922208842;2;3;0.8061960830000316;False
narrow;0.05;-1.5238237508405257;2;2;0.6506124580000687;False
broad;0.05;-7.422817432078469;2;3;1.0461329159998058;True
broad;0.03;-0.24870364778667692;1;2;1.156798125000023;False
broad;0.223;5.309792844121372;2;3;0.917399750000186;True
narrow;0.05;4.3409934769812315;2;1;0.9746218749996842;False
narrow;0.135;-3.28073659995521;2;3;0.777337040999555;False
narrow;0.223;-4.121022113695134;2;3;0.8603410000005169;False
broad;0.135;-29.031537396902497;2;4;0.6940826660002131;True
broad;0.135;-0.876008406704317;1;2;0.8611167079998268;False
broad;0.082;5.133003474793173;2;3;0.7930584169998838;True
narrow;0.018;-1.2046088204513679;1;1;0.9206038749998697;True
narrow;0.03;3.0692220701927972;2;1;0.7617102919994068;False
broad;0.082;3.2959589614231115;2;3;0.9386097920005341;True
narrow;0.018;-2.495304588507431;1;1;0.9090407919993595;True
broad;0.223;-7.37916863383794;2;4;0.832151624999824;True
broad;0.223;-6.3293779245667015;2;2;1.49359424999966;True
broad;0.135;-4.2115390738346274;2;2;0.7284740420000162;True
narrow;0.03;2.243425218449587;1;2;0.7862887080000291;True
narrow;0.223;0.19426467748936754;2;3;0.8350551249995988;False
broad;0.018;-19.672364412770275;1;1;0.9383372500005862;False
narrow;0.018;4.2407635488553295;1;1;0.7655787080002483;True
broad;0.082;-14.044329521338138;2;3;0.9787877500002651;True
broad;0.223;-3.0392063760750543;2;4;0.7889987079997809;True
narrow;0.018;-1.3930287527317446;1;1;0.7797588749999704;True
broad;0.223;-3.673120725434446;2;3;0.9238201660000414;True
broad;0.03;1.760058690397297;2;2;0.8143586249998407;True
broad;0.03;-14.878577304512817;2;3;1.2422072910003408;True
narrow;0.135;-0.8616791702439792;2;3;0.9899846250000337;False
narrow;0.03;2.195131531508827;1;1;1.5818620840000222;True
broad;0.03;-11.713643271336661;2;1;0.9607073329998457;True
broad;0.135;16.0561942839349;2;3;0.8660366670001167;True
narrow;0.082;-4.00106574309866;2;2;1.0560395840002457;False
narrow;0.135;-2.7082060034865427;1;2;0.9408864170000015;True
narrow;0.135;3.500682193656341;2;2;1.0221679999995104;False
narrow;0.223;-3.6909843805257214;2;2;0.9941612499997063;False
broad;0.223;3.065082285943623;1;1;0.8187979590002215;False
broad;0.223;5.020061814439339;1;2;0.7652986250004687;False
narrow;0.135;-1.0146068661297725;1;2;0.8833975829993506;True
narrow;0.223;-0.6124554746681348;1;1;0.7705084590006663;True
narrow;0.082;-0.18337418659342442;1;2;0.9811712079999779;True
narrow;0.03;4.087089641102514;1;1;1.019511374999638;True
broad;0.082;-2.8518410487814565;1;1;0.8831269590000375;False
narrow;0.018;-3.808879945749634;1;1;0.8883593329992436;True
narrow;0.05;-3.0604771022234853;1;1;0.9122544589999961;True
narrow;0.03;1.9079284188519163;1;1;0.56613120899965;True
broad;0.03;-12.066129466324318;1;2;0.8910653749999256;False
broad;0.082;-9.461237731585015;2;3;1.0388983750008265;True
broad;0.223;2.9018158505697977;2;2;0.7143238329999804;True
narrow;0.135;-5.381555848283885;2;2;0.6738280409999788;False
narrow;0.082;0.7418358265669602;2;2;0.8692663330002688;False
narrow;0.082;-0.9033441126621851;2;1;0.9046771670000453;False
narrow;0.03;1.3811293163062885;1;1;0.9321742089996405;True
narrow;0.082;-2.3348267350324563;1;1;1.0427215420004359;True
broad;0.082;6.223123846059533;2;1;1.1570968340001855;True
broad;0.018;-1.030963082196431;1;1;0.8577004580001812;False
broad;0.223;18.240114314009357;2;3;0.7843246669999644;True
narrow;0.05;-2.6234521868264435;1;2;0.8885321249999834;True
narrow;0.05;0.025278447120295623;1;2;0.9085244999996576;True
broad;0.082;-17.318789409007998;2;3;0.7527102089998152;True
narrow;0.135;0.03202143000630216;2;2;0.7157394579999163;False
narrow;0.135;-2.4350835344755675;2;2;0.8378043749999051;False
narrow;0.223;-4.962316280536297;2;2;0.7517116250000981;False
narrow;0.03;-2.31809942776272;2;2;0.6861870000002455;False
narrow;0.082;-4.52351739386309;2;2;0.8298617079999531;False
broad;0.05;-4.371988226942891;1;2;0.6838089169996238;False
narrow;0.05;-0.07319771612980913;1;2;1.0428068750006787;True
broad;0.03;4.657091358575364;1;2;0.8888273339998705;False
broad;0.05;17.246500959719164;2;3;0.6717884999998205;True
