trueCat;contrast;orientation;responseCat;confRating;RT;congruentResponse
broad;0.223;8.922258701970522;2;1;3.053795099258423;True
narrow;0.135;-6.42309630838324;2;2;2.4478302001953125;False
broad;0.03;15.732691107974077;1;2;3.858383893966675;False
narrow;0.082;-5.932987447609577;1;2;1.9884560108184814;True
broad;0.018;-1.7769163693072674;1;1;3.129135847091675;False
narrow;0.03;-0.8253489450097806;1;1;0.9284799098968506;True
narrow;0.082;-3.176961035724946;1;2;0.6957948207855225;True
broad;0.03;8.992174645727095;2;2;1.4164350032806396;True
broad;0.223;8.833307673217062;2;3;1.1715688705444336;True
broad;0.03;11.762374102565484;2;3;0.7850959300994873;True
narrow;0.082;5.0413089755872225;2;3;0.9177958965301514;False
broad;0.05;-12.484618478334115;2;2;1.205118179321289;True
narrow;0.223;-0.14544418125802488;1;2;0.9930970668792725;True
narrow;0.223;-1.93944357748628;1;3;0.9418330192565918;True
narrow;0.018;4.101184407596911;1;2;1.5804650783538818;True
broad;0.05;-8.909494171037597;2;3;2.2977890968322754;True
broad;0.05;-6.486232867607747;2;4;0.8984670639038086;True
broad;0.03;5.236424152979548;1;2;0.8188800811767578;False
narrow;0.223;-3.188809894869479;1;2;1.1584620475769043;True
broad;0.05;-3.446291884793344;2;2;2.2205049991607666;True
narrow;0.135;-3.22248220563249;2;3;1.2238128185272217;False
narrow;0.05;4.284179360002595;2;3;0.9550960063934326;False
broad;0.223;-22.006378342633198;2;4;1.0012009143829346;True
narrow;0.082;-3.623826188476027;2;3;1.9891529083251953;False
narrow;0.223;0.8906430796682976;1;3;1.409837007522583;True
narrow;0.135;4.198308944328992;2;3;1.8218610286712646;False
narrow;0.223;3.001090730579644;1;2;1.2811920642852783;True
narrow;0.135;-2.463201536130237;1;3;1.0185389518737793;True
narrow;0.018;3.660482211237171;1;4;1.0611348152160645;True
narrow;0.135;3.027557245300492;2;1;1.199167013168335;False
narrow;0.135;-4.241670890932651;2;2;0.9792129993438721;False
broad;0.135;17.35474333249757;2;4;1.0965418815612793;True
broad;0.082;8.114214116746266;2;4;0.8651769161224365;True
broad;0.223;-27.983630085054756;2;4;0.8504998683929443;True
narrow;0.018;-0.847997657813778;1;3;1.1805541515350342;True
broad;0.018;-7.963985793454931;1;2;0.7938768863677979;False
broad;0.223;8.20508553854298;2;4;1.190535068511963;True
narrow;0.223;-1.2857078759873104;1;4;1.4991309642791748;True
narrow;0.223;-5.753028568663812;1;2;1.7151188850402832;True
broad;0.223;-0.11041740288609889;1;4;1.082509994506836;False
broad;0.223;12.206176678742978;2;4;0.923159122467041;True
broad;0.03;-5.943862899022264;1;1;1.002526044845581;False
broad;0.135;9.17116702005457;2;4;1.6465790271759033;True
broad;0.05;1.626996571114637;1;4;1.2331130504608154;False
broad;0.03;-1.5238326018928694;1;2;0.939831018447876;False
broad;0.223;-16.089943860864263;2;4;1.1625301837921143;True
broad;0.135;-15.346643909823044;2;4;0.888469934463501;True
narrow;0.05;0.5957008310186175;1;1;0.9451241493225098;True
narrow;0.05;1.2364625487569778;1;1;0.6158349514007568;True
narrow;0.05;1.7750917228948295;1;2;0.8911681175231934;True
